nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date
Joe,"Joe Castro, a comptroller from Pasadena, California (whose 1-day cash winnings total $9,384)","$18,399","J! Archive - Show #7778, aired 2018-06-06",Joe Castro,a comptroller,"Pasadena, California",J! Archive - Show #7778,2018-06-06
Michelle,"Michelle Rosen, a Ph.D. candidate from Cambridge, Massachusetts","$18,401","J! Archive - Show #7778, aired 2018-06-06",Michelle Rosen,a Ph.D. candidate,"Cambridge, Massachusetts",J! Archive - Show #7778,2018-06-06
Sharron,"Sharron Jenkins, an online E.S.L. teacher from Missouri City, Texas","$13,700","J! Archive - Show #7778, aired 2018-06-06",Sharron Jenkins,an online E.S.L. teacher,"Missouri City, Texas",J! Archive - Show #7778,2018-06-06
Leslie,"Leslie Manion, a bookseller from Vancouver, Washington (whose 1-day cash winnings total $599)",$5,"J! Archive - Show #7777, aired 2018-06-05",Leslie Manion,a bookseller,"Vancouver, Washington",J! Archive - Show #7777,2018-06-05
Joe,"Joe Castro, a comptroller from Pasadena, California","$9,384","J! Archive - Show #7777, aired 2018-06-05",Joe Castro,a comptroller,"Pasadena, California",J! Archive - Show #7777,2018-06-05
Megan,"Megan Beesley, a public defender from St. Louis, Missouri",$2,"J! Archive - Show #7777, aired 2018-06-05",Megan Beesley,a public defender,"St. Louis, Missouri",J! Archive - Show #7777,2018-06-05
Ian,"Ian Booth, a trade specialist from Washington, D.C. (whose 1-day cash winnings total $23,201)",$0,"J! Archive - Show #7776, aired 2018-06-04",Ian Booth,a trade specialist,"Washington, D.C.",J! Archive - Show #7776,2018-06-04
Leslie,"Leslie Manion, a bookseller from Vancouver, Washington",$599,"J! Archive - Show #7776, aired 2018-06-04",Leslie Manion,a bookseller,"Vancouver, Washington",J! Archive - Show #7776,2018-06-04
Tommy,"Tommy Fagin, an English teacher from Brooklyn, New York",$1,"J! Archive - Show #7776, aired 2018-06-04",Tommy Fagin,an English teacher,"Brooklyn, New York",J! Archive - Show #7776,2018-06-04
Jeffrey,"Jeffrey Schwarz, a private investor from New York, New York (whose 3-day cash winnings total $62,300)","$5,100","J! Archive - Show #7775, aired 2018-06-01",Jeffrey Schwarz,a private investor,"New York, New York",J! Archive - Show #7775,2018-06-01
Ian,"Ian Booth, a trade specialist from Washington, D.C.","$23,201","J! Archive - Show #7775, aired 2018-06-01",Ian Booth,a trade specialist,"Washington, D.C.",J! Archive - Show #7775,2018-06-01
Dan,"Dan Hess, a wine and spirits distributor from Los Angeles, California","$13,000","J! Archive - Show #7775, aired 2018-06-01",Dan Hess,a wine and spirits distributor,"Los Angeles, California",J! Archive - Show #7775,2018-06-01
Jeffrey,"Jeffrey Schwarz, a private investor from New York, New York (whose 2-day cash winnings total $52,500)","$9,800","J! Archive - Show #7774, aired 2018-05-31",Jeffrey Schwarz,a private investor,"New York, New York",J! Archive - Show #7774,2018-05-31
Maryanne,"Maryanne Theyerl, a veterinarian from Loves Park, Illinois",$400,"J! Archive - Show #7774, aired 2018-05-31",Maryanne Theyerl,a veterinarian,"Loves Park, Illinois",J! Archive - Show #7774,2018-05-31
Skyler,"Skyler Kelemen, a healthcare data analyst from Watertown, Massachusetts","$4,799","J! Archive - Show #7774, aired 2018-05-31",Skyler Kelemen,a healthcare data analyst,"Watertown, Massachusetts",J! Archive - Show #7774,2018-05-31
Jeffrey,"Jeffrey Schwarz, a private investor from New York, New York (whose 1-day cash winnings total $25,000)","$27,500","J! Archive - Show #7773, aired 2018-05-30",Jeffrey Schwarz,a private investor,"New York, New York",J! Archive - Show #7773,2018-05-30
Amanda,"Amanda McClendon, a librarian from Houston, Texas","$12,200","J! Archive - Show #7773, aired 2018-05-30",Amanda McClendon,a librarian,"Houston, Texas",J! Archive - Show #7773,2018-05-30
Amy,"Amy Cuzzolino, an attorney from Bloomfield, New Jersey","$15,000","J! Archive - Show #7773, aired 2018-05-30",Amy Cuzzolino,an attorney,"Bloomfield, New Jersey",J! Archive - Show #7773,2018-05-30
Virginia,"Virginia Cummings, a geriatrician from Randolph, Massachusetts (whose 2-day cash winnings total $51,200)","$24,800","J! Archive - Show #7772, aired 2018-05-29",Virginia Cummings,a geriatrician,"Randolph, Massachusetts",J! Archive - Show #7772,2018-05-29
Jeffrey,"Jeffrey Schwarz, a private investor from New York, New York","$25,000","J! Archive - Show #7772, aired 2018-05-29",Jeffrey Schwarz,a private investor,"New York, New York",J! Archive - Show #7772,2018-05-29
Tim,"Tim Young, a filmmaker from Los Angeles, California","$19,000","J! Archive - Show #7772, aired 2018-05-29",Tim Young,a filmmaker,"Los Angeles, California",J! Archive - Show #7772,2018-05-29
Virginia,"Virginia Cummings, a geriatrician from Randolph, Massachusetts (whose 1-day cash winnings total $35,201)","$15,999","J! Archive - Show #7771, aired 2018-05-28",Virginia Cummings,a geriatrician,"Randolph, Massachusetts",J! Archive - Show #7771,2018-05-28
Andrea,"Andrea Schuelke, a tutor from Saint Paul, Minnesota","$8,400","J! Archive - Show #7771, aired 2018-05-28",Andrea Schuelke,a tutor,"Saint Paul, Minnesota",J! Archive - Show #7771,2018-05-28
Dev,"Dev Thakur, a psychiatrist from West Lebanon, New Hampshire",$100,"J! Archive - Show #7771, aired 2018-05-28",Dev Thakur,a psychiatrist,"West Lebanon, New Hampshire",J! Archive - Show #7771,2018-05-28
Josh,"Josh Hill, a network engineer from North Little Rock, Arkansas (whose 7-day cash winnings total $163,721)",$999,"J! Archive - Show #7770, aired 2018-05-25",Josh Hill,a network engineer,"North Little Rock, Arkansas",J! Archive - Show #7770,2018-05-25
Virginia,"Virginia Cummings, a geriatrician from Randolph, Massachusetts","$35,201","J! Archive - Show #7770, aired 2018-05-25",Virginia Cummings,a geriatrician,"Randolph, Massachusetts",J! Archive - Show #7770,2018-05-25
Ross,"Ross Belsome, a valuation analyst from Houston, Texas","$18,801","J! Archive - Show #7770, aired 2018-05-25",Ross Belsome,a valuation analyst,"Houston, Texas",J! Archive - Show #7770,2018-05-25
Josh,"Josh Hill, a network engineer from North Little Rock, Arkansas (whose 6-day cash winnings total $144,120)","$19,601","J! Archive - Show #7769, aired 2018-05-24",Josh Hill,a network engineer,"North Little Rock, Arkansas",J! Archive - Show #7769,2018-05-24
Kristen,"Kristen Krikorian, a marketing director from Souderton, Pennsylvania","$18,801","J! Archive - Show #7769, aired 2018-05-24",Kristen Krikorian,a marketing director,"Souderton, Pennsylvania",J! Archive - Show #7769,2018-05-24
Tom,"Tom Campo, a project manager from West Roxbury, Massachusetts",$0,"J! Archive - Show #7769, aired 2018-05-24",Tom Campo,a project manager,"West Roxbury, Massachusetts",J! Archive - Show #7769,2018-05-24
Josh,"Josh Hill, a network engineer from North Little Rock, Arkansas (whose 5-day cash winnings total $117,319)","$26,801","J! Archive - Show #7768, aired 2018-05-23",Josh Hill,a network engineer,"North Little Rock, Arkansas",J! Archive - Show #7768,2018-05-23
Luke,"Luke Devlin, a strategic communications associate from Bronxville, New York",$100,"J! Archive - Show #7768, aired 2018-05-23",Luke Devlin,a strategic communications associate,"Bronxville, New York",J! Archive - Show #7768,2018-05-23
Tara,"Tara Yack, a structural engineer from Denver, Colorado","$5,400","J! Archive - Show #7768, aired 2018-05-23",Tara Yack,a structural engineer,"Denver, Colorado",J! Archive - Show #7768,2018-05-23
Josh,"Josh Hill, a network engineer from North Little Rock, Arkansas (whose 4-day cash winnings total $102,530)","$14,789","J! Archive - Show #7767, aired 2018-05-22",Josh Hill,a network engineer,"North Little Rock, Arkansas",J! Archive - Show #7767,2018-05-22
Hermine,"Hermine Vermeij, a librarian from Tarzana, California","$6,399","J! Archive - Show #7767, aired 2018-05-22",Hermine Vermeij,a librarian,"Tarzana, California",J! Archive - Show #7767,2018-05-22
Andrew,"Andrew Lai, a medical student from East Lansing, Michigan",$0,"J! Archive - Show #7767, aired 2018-05-22",Andrew Lai,a medical student,"East Lansing, Michigan",J! Archive - Show #7767,2018-05-22
Josh,"Josh Hill, a network engineer from North Little Rock, Arkansas (whose 3-day cash winnings total $82,886)","$19,644","J! Archive - Show #7766, aired 2018-05-21",Josh Hill,a network engineer,"North Little Rock, Arkansas",J! Archive - Show #7766,2018-05-21
Kate,"Kate Fink, a journalism professor from New York, New York",$100,"J! Archive - Show #7766, aired 2018-05-21",Kate Fink,a journalism professor,"New York, New York",J! Archive - Show #7766,2018-05-21
Gary,"Gary Waters, a college math teacher from Toronto, Ontario, Canada","$4,500","J! Archive - Show #7766, aired 2018-05-21",Gary Waters,a college math teacher,"Toronto, Ontario, Canada",J! Archive - Show #7766,2018-05-21
Claire,"Claire Bishop, a high school Latin teacher from Lexington, Kentucky (subtotal of $1,400)","$19,201","J! Archive - Show #7765, aired 2018-05-18",Claire Bishop,a high school Latin teacher,"Lexington, Kentucky",J! Archive - Show #7765,2018-05-18
Larry,"Larry Martin, a second grade teacher from Kansas City, Missouri (subtotal of $11,799)","$20,000","J! Archive - Show #7765, aired 2018-05-18",Larry Martin,a second grade teacher,"Kansas City, Missouri",J! Archive - Show #7765,2018-05-18
Steve,"Steve Mond, a 9th and 10th grade math teacher from Midvale, Utah (subtotal of $2,600)","$4,499","J! Archive - Show #7765, aired 2018-05-18",Steve Mond,a 9th and 10th grade math teacher,"Midvale, Utah",J! Archive - Show #7765,2018-05-18
Claire,"Claire Bishop, a high school Latin teacher from Lexington, Kentucky","$1,400","J! Archive - Show #7764, aired 2018-05-17",Claire Bishop,a high school Latin teacher,"Lexington, Kentucky",J! Archive - Show #7764,2018-05-17
Larry,"Larry Martin, a second grade teacher from Kansas City, Missouri","$11,799","J! Archive - Show #7764, aired 2018-05-17",Larry Martin,a second grade teacher,"Kansas City, Missouri",J! Archive - Show #7764,2018-05-17
Steve,"Steve Mond, a 9th and 10th grade math teacher from Midvale, Utah","$2,600","J! Archive - Show #7764, aired 2018-05-17",Steve Mond,a 9th and 10th grade math teacher,"Midvale, Utah",J! Archive - Show #7764,2018-05-17
Larry,"Larry Martin, a second grade teacher from Kansas City, Missouri","$25,400","J! Archive - Show #7763, aired 2018-05-16",Larry Martin,a second grade teacher,"Kansas City, Missouri",J! Archive - Show #7763,2018-05-16
Jake,"Jake Allen, a K-12 gifted and talented teacher from Eureka Springs, Arkansas","$3,600","J! Archive - Show #7763, aired 2018-05-16",Jake Allen,a K-12 gifted and talented teacher,"Eureka Springs, Arkansas",J! Archive - Show #7763,2018-05-16
Katherine,"Katherine Saxby, a high school English and French teacher from Alameda, California",$200,"J! Archive - Show #7763, aired 2018-05-16",Katherine Saxby,a high school English and French teacher,"Alameda, California",J! Archive - Show #7763,2018-05-16
Judy,"Judy Tymkiw, an 8th grade English teacher from Fortescue, New Jersey","$15,200","J! Archive - Show #7762, aired 2018-05-15",Judy Tymkiw,an 8th grade English teacher,"Fortescue, New Jersey",J! Archive - Show #7762,2018-05-15
Rachel,"Rachel Niegelberg, an elementary school special education teacher from Trumansburg, New York","$25,900","J! Archive - Show #7762, aired 2018-05-15",Rachel Niegelberg,an elementary school special education teacher,"Trumansburg, New York",J! Archive - Show #7762,2018-05-15
Claire,"Claire Bishop, a high school Latin teacher from Lexington, Kentucky","$31,801","J! Archive - Show #7762, aired 2018-05-15",Claire Bishop,a high school Latin teacher,"Lexington, Kentucky",J! Archive - Show #7762,2018-05-15
Steve,"Steve Mond, a 9th and 10th grade math teacher from Midvale, Utah","$4,599","J! Archive - Show #7761, aired 2018-05-14",Steve Mond,a 9th and 10th grade math teacher,"Midvale, Utah",J! Archive - Show #7761,2018-05-14
Scott,"Scott Montanaro, a high school history and psychology teacher from Portland, Oregon",$0,"J! Archive - Show #7761, aired 2018-05-14",Scott Montanaro,a high school history and psychology teacher,"Portland, Oregon",J! Archive - Show #7761,2018-05-14
Erika,"Erika Eason, a K-12 technology teacher from Derwood, Maryland","$2,600","J! Archive - Show #7761, aired 2018-05-14",Erika Eason,a K-12 technology teacher,"Derwood, Maryland",J! Archive - Show #7761,2018-05-14
Jake,"Jake Allen, a K-12 gifted and talented teacher from Eureka Springs, Arkansas","$16,200","J! Archive - Show #7760, aired 2018-05-11",Jake Allen,a K-12 gifted and talented teacher,"Eureka Springs, Arkansas",J! Archive - Show #7760,2018-05-11
Steve,"Steve Mond, a 9th and 10th grade math teacher from Midvale, Utah","$16,600","J! Archive - Show #7760, aired 2018-05-11",Steve Mond,a 9th and 10th grade math teacher,"Midvale, Utah",J! Archive - Show #7760,2018-05-11
Ranjani,"Ranjani Sheshadri, a 10th and 11th grade English teacher from Friendswood, Texas","$4,000","J! Archive - Show #7760, aired 2018-05-11",Ranjani Sheshadri,a 10th and 11th grade English teacher,"Friendswood, Texas",J! Archive - Show #7760,2018-05-11
Beth,"Beth Binder, a 6th grade teacher from Fort Collins, Colorado","$2,800","J! Archive - Show #7759, aired 2018-05-10",Beth Binder,a 6th grade teacher,"Fort Collins, Colorado",J! Archive - Show #7759,2018-05-10
Indi,"Indi Ekanayake, an 8th grade science teacher from Seattle, Washington",$500,"J! Archive - Show #7759, aired 2018-05-10",Indi Ekanayake,an 8th grade science teacher,"Seattle, Washington",J! Archive - Show #7759,2018-05-10
Katherine,"Katherine Saxby, a high school English and French teacher from Alameda, California","$13,601","J! Archive - Show #7759, aired 2018-05-10",Katherine Saxby,a high school English and French teacher,"Alameda, California",J! Archive - Show #7759,2018-05-10
Mary Alice,"Mary Alice Korth, a 6th-12th grade choir teacher from Dowagiac, Michigan","$2,000","J! Archive - Show #7758, aired 2018-05-09",Mary Alice Korth,a 6th-12th grade choir teacher,"Dowagiac, Michigan",J! Archive - Show #7758,2018-05-09
Scott,"Scott Montanaro, a high school history and psychology teacher from Portland, Oregon","$14,400","J! Archive - Show #7758, aired 2018-05-09",Scott Montanaro,a high school history and psychology teacher,"Portland, Oregon",J! Archive - Show #7758,2018-05-09
Judy,"Judy Tymkiw, an 8th grade English teacher from Fortescue, New Jersey","$15,200","J! Archive - Show #7758, aired 2018-05-09",Judy Tymkiw,an 8th grade English teacher,"Fortescue, New Jersey",J! Archive - Show #7758,2018-05-09
Erika,"Erika Eason, a K-12 technology teacher from Derwood, Maryland","$5,600","J! Archive - Show #7757, aired 2018-05-08",Erika Eason,a K-12 technology teacher,"Derwood, Maryland",J! Archive - Show #7757,2018-05-08
Bob,"Bob Julian, a 7th and 8th grade social studies teacher from Phoenix, Oregon","$2,400","J! Archive - Show #7757, aired 2018-05-08",Bob Julian,a 7th and 8th grade social studies teacher,"Phoenix, Oregon",J! Archive - Show #7757,2018-05-08
Rachel,"Rachel Niegelberg, an elementary school special education teacher from Trumansburg, New York","$14,400","J! Archive - Show #7757, aired 2018-05-08",Rachel Niegelberg,an elementary school special education teacher,"Trumansburg, New York",J! Archive - Show #7757,2018-05-08
Claire,"Claire Bishop, a high school Latin teacher from Lexington, Kentucky","$13,800","J! Archive - Show #7756, aired 2018-05-07",Claire Bishop,a high school Latin teacher,"Lexington, Kentucky",J! Archive - Show #7756,2018-05-07
Lee,"Lee DiGeorge, a middle school English and technology teacher from Bayside, New York",$0,"J! Archive - Show #7756, aired 2018-05-07",Lee DiGeorge,a middle school English and technology teacher,"Bayside, New York",J! Archive - Show #7756,2018-05-07
Larry,"Larry Martin, a second grade teacher from Kansas City, Missouri","$18,100","J! Archive - Show #7756, aired 2018-05-07",Larry Martin,a second grade teacher,"Kansas City, Missouri",J! Archive - Show #7756,2018-05-07
Josh,"Josh Hill, a network engineer from North Little Rock, Arkansas (whose 2-day cash winnings total $50,485)","$32,401","J! Archive - Show #7755, aired 2018-05-04",Josh Hill,a network engineer,"North Little Rock, Arkansas",J! Archive - Show #7755,2018-05-04
